id,genres,original_title,popularity,tagline,original_language,production_countries
742,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Stalingrad,7.6672839999999995,,de,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]"
743,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",The Phantom,8.079541,Slam Evil!,en,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
744,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Striptease,11.341502,Some People Get Into Trouble No Matter What They WEAR.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
745,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",The Last of the High Kings,1.427756,When school ends... and life begins.,en,[]
746,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Heavy,0.889498,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
747,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Jack,6.2872449999999995,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
748,"[{'id': 18, 'name': 'Drama'}]",I Shot Andy Warhol,2.771201,You only get one shot at fame.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
749,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",The Grass Harp,0.36541799999999997,Love is a chain of love... as nature is a chain of life.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
750,"[{'id': 18, 'name': 'Drama'}]",Tuđa Amerika,0.099602,"Two friends, two worlds, one dream.",sr,"[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]"
751,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",La vie est belle,0.514363,,fr,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CD', 'name': 'Congo'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
752,[],Quartier Mozart,0.011937999999999999,,en,[]
753,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Touki-Bouki,0.043903,The Journey of the Hyena,wo,"[{'iso_3166_1': 'SN', 'name': 'Senegal'}]"
754,"[{'id': 18, 'name': 'Drama'}]",Wend Kuuni,0.049573,,fr,"[{'iso_3166_1': 'BF', 'name': 'Burkina Faso'}]"
755,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",Histoires extraordinaires,1.794298,The ultimate orgy of evil,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
756,[],Babyfever,0.0016870000000000001,For those who hear their clock ticking...,en,[]
757,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Pharaoh's  Army,0.8379110000000001,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
758,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Trainspotting,19.348466000000002,Choose life.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
759,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Til There Was You,2.7000610000000003,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
760,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Independence Day,17.634197,Earth. Take a good look. It might be your last.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
761,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Stealing Beauty,6.418805,The most beautiful place to be is in love.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
762,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",The Fan,12.202063,All fans have a favorite player.  This one has a favorite target.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
763,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",The Hunchback of Notre Dame,13.553999,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
764,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Cable Guy,7.586577,There's no such thing as free cable.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
765,"[{'id': 35, 'name': 'Comedy'}]",Kingpin,11.633347,You wouldn't want to meet these pinheads in an alley.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
766,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Eraser,6.919314,He will erase your past to protect your future.,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
767,"[{'id': 99, 'name': 'Documentary'}]",The Gate of Heavenly Peace,0.10705,,en,[]
768,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",The Nutty Professor,9.651581,"Inside Sherman Klump, a party animal is about to break out.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
769,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","Yo, la peor de todas",0.202495,,es,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]"
770,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Un été inoubliable,0.8263719999999999,,ro,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]"
771,[],"Hol volt, hol nem volt",0.043125,,en,"[{'iso_3166_1': 'HU', 'name': 'Hungary'}]"
772,[],En compagnie d'Antonin Artaud,0.000308,,en,[]
773,[],Sibak,0.05956,,en,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]"
774,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Somebody to Love,0.9706879999999999,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
775,"[{'id': 18, 'name': 'Drama'}]",A Very Natural Thing,0.147662,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
776,"[{'id': 35, 'name': 'Comedy'}]",La vieille qui marchait dans la mer,0.5734229999999999,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
777,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Daylight,11.995799,No air. No escape. No time.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
778,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",The Frighteners,12.09096,No Rest for the Wicked.,en,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
779,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Lone Star,9.069963000000001,John Sayles invites you to return to the scene of the crime.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
780,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Harriet the Spy,4.086563,On your case!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
781,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",Phenomenon,5.575991999999999,Some things in life just can't be explained.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
782,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Walking and Talking,0.9132809999999999,A movie for everyone who wants to get married and stay single at the same time.,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
783,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",She's the One,10.827266,A romantic comedy about two brothers... and the one thing that came between them.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
784,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",A Time to Kill,13.309013,Experience a time you'll never forget.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
785,"[{'id': 18, 'name': 'Drama'}]",American Buffalo,7.031279,They had a plan. It wasn't worth a nickle.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
786,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Les Rendez-vous de Paris,0.22712800000000002,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
787,"[{'id': 12, 'name': 'Adventure'}]",Alaska,2.318141,A missing father. A desperate search. An unforgettable adventure.,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
788,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",Fled,3.906949,See how they run.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
789,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",Kazaam,8.962892,The world's most powerful genie has just met his match,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
790,[],Bűvös vadász,0.091984,Time moves in more than one direction...,hu,"[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
791,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Larger Than Life,3.521921,He's got 5 days to go coast-to-coast. (There's just one BIG problem.),en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
792,[],A Boy Called Hate,1.5660399999999999,,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
793,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Power 98,0.926867,,en,[]
794,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",Two Deaths,0.145092,Obsesssion Can Be Murder,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
795,"[{'id': 35, 'name': 'Comedy'}]",A Very Brady Sequel,9.898696000000001,The more everything changes the more they stay the same.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
796,"[{'id': 35, 'name': 'Comedy'}]",Stefano Quantestorie,0.036699,,en,[]
797,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",La mort en ce jardin,1.116063,Torrid!...Tantalizing!...Tempestuous!...,fr,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
798,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",Hedd Wyn,0.270432,,cy,[]
799,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",La Collectionneuse,1.683348,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
800,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",Kaspar Hauser,0.0005780000000000001,,de,"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]"
801,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",Echte Kerle,1.165202,Macho cop finds himself in a relationship with a gay man and questions his life. German.,de,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]"
802,"[{'id': 18, 'name': 'Drama'}]",Diebinnen,0.10634500000000001,,de,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]"
803,"[{'id': 53, 'name': 'Thriller'}]",O Convento,1.606957,,en,[]
804,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",The Adventures of Pinocchio,7.523528,A new angle on the classic tale... And that's no lie!,en,"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
805,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",Joe's Apartment,9.490858,Sex Bugs Rock 'n Roll,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
806,"[{'id': 35, 'name': 'Comedy'}]",The First Wives Club,10.177303,Don't get mad. Get everything.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
807,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Stonewall,0.9402280000000001,The fight for the right to love,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
808,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Ransom,8.772188,Someone is going to pay.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
809,"[{'id': 35, 'name': 'Comedy'}]",High School High,4.220058,A Dangerous Mind is a terrible thing to waste,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
810,"[{'id': 35, 'name': 'Comedy'}]",Phat Beach,0.8798520000000001,Ain't nothin' but a g-string.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
811,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Foxfire,3.186891,It took them 17 years to learn the rules. And one week to break them all.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
812,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Chain Reaction,15.874491,Reaction Time 8-4-96,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
813,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Matilda,10.034915,A little magic goes a long way.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
814,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Emma,6.593011,Cupid is armed and dangerous!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
815,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",The Crow: City of Angels,6.554678999999999,Believe in the power of another,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
816,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",House Arrest,12.297782000000002,There's More Than One Way To Keep A Marriage Together...,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
817,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Les Yeux sans visage,9.935891,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
818,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Bordello of Blood,3.4504019999999995,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
819,"[{'id': 18, 'name': 'Drama'}]",Lotto Land,0.042365,,en,[]
820,[],The Story of Xinghua,0.001652,,en,[]
821,[],天國逆子,0.076062,,zh,"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]"
822,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Flirt,1.663948,,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
823,"[{'id': 18, 'name': 'Drama'}]",The Big Squeeze,0.404501,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
824,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",The Spitfire Grill,1.19589,"To a town with no future, comes a girl with a past.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
825,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Escape from L.A.,12.229381,Snake Is Back.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
826,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Xích lô,1.781952,,vi,"[{'iso_3166_1': 'VN', 'name': 'Vietnam'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
827,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Basquiat,4.797674,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
828,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Tin Cup,6.2496599999999995,Golf Pro. Love Amateur.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
829,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",Dingo,0.12427300000000001,Truth is magic...It makes dreams come true.,en,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
830,"[{'id': 18, 'name': 'Drama'}]",楢山節考,0.9692540000000001,,ja,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]"
831,"[{'id': 18, 'name': 'Drama'}]",Un week-end sur deux,0.629807,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
832,[],Mille bolle blu,0.03537,,it,[]
833,[],Wuya yu maque,0.036478,,en,[]
834,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",The Godfather,41.109264,An offer you can't refuse.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
835,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Der bewegte Mann,8.593319000000001,,de,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]"
836,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",警察故事 III：超級警察,6.751864,"There's never a cop around when you need one, but when this cop's around, all you need is one.",cn,"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]"
837,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Manny & Lo,1.143656,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
838,"[{'id': 18, 'name': 'Drama'}]",Tsuma,0.096079,,ja,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]"
839,[],Small Faces,0.9091299999999999,You are now entering Tongland,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
840,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Bound,12.449574,"In their world, you can't buy freedom, but you can steal it.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
841,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Carpool,3.7140489999999997,A dad in a hurry. A man on the run. And five kids with an attitude.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
842,"[{'id': 18, 'name': 'Drama'}]",Death in Brunswick,0.9139870000000001,Carl Fitzgerald has decided to clean up his act... but first he has to get rid of the body.,en,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]"
843,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 80, 'name': 'Crime'}]",Kansas City,5.130136,"Kansas City, 1934. Anything could happen here. One night it did.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
844,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Gone Fishin',2.289647,Even the fish are laughing!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
845,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Lover's Knot,0.14315,,de,[]
846,"[{'id': 18, 'name': 'Drama'}]",愛情萬歲,1.404588,,zh,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]"
847,"[{'id': 18, 'name': 'Drama'}]",Schatten der Engel,0.364246,,de,"[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]"
848,"[{'id': 18, 'name': 'Drama'}]",Killer: A Journal of Murder,0.705136,"Liar. Thief. Murderer. He hated all of humanity, himself most of all.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
849,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Nothing to Lose,0.001771,The Most Dangerous Man Alive Is A Man With Nothing To Lose,en,[]
850,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",超级计划,1.2625389999999999,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,cn,"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]"
851,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Girls Town,0.6356689999999999,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
852,"[{'id': 18, 'name': 'Drama'}]",Bye-Bye,0.10940599999999999,,en,[]
853,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",The Relic,7.699967,The Next Evolution In Terror.,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
854,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",The Island of Dr. Moreau,12.725342999999999,The gates of hell are unlocked.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
855,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",First Kid,6.5104370000000005,He's young. He's wild. He's fun. And he's the one protecting the president's son.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
856,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Trigger Effect,9.028947,"When Nothing Works, Anything Goes.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
857,[],Sweet Nothing,0.234665,,en,[]
858,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Bogus,2.523605,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
859,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",Bulletproof,7.859132000000001,Tough cop. Hostile witness.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
860,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Talk of Angels,0.9789889999999999,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
861,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",The Land Before Time III: The Time of the Great Giving,6.3724419999999995,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
862,[],06,0.062127999999999996,,nl,[]
863,"[{'id': 53, 'name': 'Thriller'}]",Baton Rouge,0.437895,,fr,[]
864,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Halloween: The Curse of Michael Myers,8.768288,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
865,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Twelfth Night,4.696680000000001,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
866,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Mother Night,6.038784,The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
867,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Liebelei,0.472479,,de,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]"
868,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Wenecja,0.14712999999999998,,en,[]
869,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Les Roseaux Sauvages,2.115268,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
870,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",For Whom the Bell Tolls,14.373860999999998,Thunderous! Tender! Touching!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
871,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",The Philadelphia Story,8.888069,Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
